overall,vote,reviewTime,reviewText,summary
4,0,2013/3/25,Nice for the price!,1364169600
3,0,2016/1/6,I like having a lightweight cover for the iPad Air but the tri-fold cover doesn't lay flat when closed over the iPad. Because of that the on/off feature doesn't work properly. I didn't return it since I purchased it with my credit card points. I'll use it for a while but may purchase a more suitable cover in the future.,A little disappointed.
5,0,2016/12/25,Five Stars,1482624000
2,0,2014/4/1,Won't connect to media streamer,1396310400
3,2,2013/11/6,"small comfort, small sound",1383696000
2,0,2015/4/27,Difficult to pair with tablet... drivers were out of sync,Two Stars
1,0,2013/11/29,"Had two of these, actually. One for backups and one for archives. Both gave me enormous trouble, getting corrupted every few weeks, unable to be repaired by Disk Utility, forcing annoyingly laborious recovery and small amounts of data loss. Their customer support was lousy, not addressing my problems and giving me conflicting and inaccurate information. Sold them both and replaced them with ""dumb"" drive bays where I manage my RAID through Disk Utility. This is much easer and more reliable than this supposedly easy and reliable product.",Certainly no good for Mac users
1,29,2015/11/15,Not the Japanese market product as implied. This is the US version and it only supports 1 headphone.,1447545600
2,2,2013/10/20,Is This Really From Marware?,1382227200
1,15,2014/7/6,"Update: even worse.... Camera failed again with same problem after warranty expired and canon won't cover the cost.  Total BS.  World class service?!?!?!  Doubt it.

Camera froze after 3 months.  Have to reset the battery and it will only take a few pics and then it freezes again.  We need the camera for our business and not looking forward to the hassle (and time) of sending it in.  Having serious doubts of the quality of Canon products. We've always bought Canon but I'm thinking we should have gone with the Nikon.  Have already invested in lenses though so it's too late.",Update: even worse.... same problem after warranty expo and Canon won't cover.  World class service?!?!?!
2,0,2015/1/24,Beware,1422057600
3,0,2017/4/24,Three Stars,1492992000
2,0,2012/11/15,"We purchased this system almost 5 years ago for $850... state of the art at the time... 1200 watts... awesome sound and power for the money.
After 5 years the HDMI switching relay is going out and it has a hard time switching from cable to DVD. Be aware. my last RCA digital system I paid $199 for lasted 10 years. I'm not too happy with such a short logevity.",Didn't last
5,0,2016/11/27,Works perfect to connect my 2016 Jeep Wrangler Unlimited Freedom Edition to my new Joying Android head unit,Five Stars
2,6,2015/5/31,A Real Disapointment,1433030400
1,15,2012/7/21,Don't even think about it.,1342828800
4,0,2017/2/5,Gets good reception,1486252800
5,5,2006/2/18,"I tested this thing against 4 other different mini to RCA cables, and despite what some reviewers say, the difference is phenomenal. I can turn my stereo as loud as it goes with no ""hiss"" sound at all, getting rid of all the frequencies that my wireless internet, microwave, chordless phones and other electronics make. Then when I play my music the sound is outstanding. I've always liked using CDs so I don't deal with the hissing sound and bad audio quality of connecting my ipod, but this cable completely changed my opinion. Now I find every excuse i can make to hook up my ipod to my stereo. If it's easy to get the THX cable that everybody is talking about, then go for it. But I personally like the straight mini plug of this one compared to the bent one on the THX cable, and I think it produces better sound. Also the weaved casing to the wires and the white tips make it look really nice. I highly recommend this cable to anyone, or the THX cable for that matter, but at only 5 bucks difference right now, I personally would pick this one every time.","Might not be your best option, but works very well"
3,0,2011/3/31,I bought this item and found out it did not have connections for IDE Hard Drives so I had to return it. There is another model from the same makers so make sure you order the correct one.,Good But Not For Me
4,4,2013/3/8,2.5" & 3.5" HDDs OK - 5.25" Bluray NO,1362700800
4,2,2008/2/25,"We bought the Pelican case to store photography equipment (i.e. camera, lens, etc). The case came with a pick-and-pull foam that allows you to customize it to fit whatever it is you want to store. It is a great case, but my only complaint is that I find it very hard to open and close. About two weeks after I purchased this brand, I came across a very similar case (different brand) that has a much nicer opening-closing mechanism. I wish I hadn't already picked the foam out. But overall, a good product that serves it's purpose.","Nice, hard plastic case"
1,0,2015/9/5,"Doesn't come with the case they advertise.  The headset itself is great.  Lasts about 4 hrs listening to music;  good volume, range, sound, comfort; charge time is short and they stay in ear just fine while working out.  Would have been a 5 star, but its irritating when you don't get what they advertise.","Great headset, doesn't come with battery case"
2,2,2018/2/1,"I feel like 2 stars may be a bit generous. Bought this as opposed to a sound bar setup to power speakers I already had to get better sound from my LG TV. If I turn the volume knob up past around 1/3 of the way up it cuts in and out rhythmically. Aside from that it seems to do what it's supposed to fairly well, but I'm wishing I had spent more on a better device.",Cuts out with volume up
3,0,2012/1/19,Average laptop arm,1326931200
4,0,2017/6/18,"I ended up setting it aside in favor of a more modern Iogear KVM switch with HDMI to work with my computers which don't have VGA connectors. That seemed to maintain the integrity of the hi-res signal. But is what you need is switching between VGA computers, then this one will do wonderfully. It is well built and the price is good.",Good Older Model KVM switch
1,0,2010/3/11,Cable is bad,1268265600
3,5,2011/10/2,Came unsnapped Twice,1317513600
2,2,2009/11/23,"The unit have hard time to work at gigabit speed.
I was fully aware before the purchase that this switch won't work at gigabit speed if even one device connected to it doesn't support it. That's fine, since all my devices are (supposed to be) Gigabit ethernet.

The truth is that it doesn't work at all. Even with all the devices at GbE the switch can't handle GbE speed.
My data transfer between computers are exactly the same as my old 100Mbps switch...",Poor quality
3,0,2014/3/12,"It is cheap and it works well at first.  Unfortunately they seem to break pretty easily in comparison with other drawing stylus...  After the first 2-3 drops expect this pen to forever register 'some' pressure.  There are very thin and sensitive wires that can be seen by unscrewing the housing right at the tip.

I also got the upgraded Huion pen, with a built in rechargeable battery... Hopefully that one is more rugged.",It is decent.
5,0,2016/6/11,Great Buy,1465603200
2,0,2014/10/10,"It's a great design, but the screen looks terrible (too much backlight, silvery sheen, bad viewing angles), and there's no auto-brightness sensor. Also the microUSB port is sensitive and I've read if you're not careful with it it breaks easily. Manufacturers need to stop competing on price and put out quality devices.","It's a great design, but the screen looks terrible (too much ..."
